SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
531879,PIONEER DIS.,B ,Q,184.00,184.50,181.00,181.10,181.00,191.00,19,1498,274765.00,
531881,GMETCOAL    ,XT,Q,31.25,31.25,31.25,31.25,31.25,31.85,13,1747,54593.00,
531882,KWALITYLTD  ,A ,Q,88.80,89.15,82.45,84.70,84.70,88.35,2472,629694,53305672.00,
531888,REXNORD ELE.,X ,Q,67.50,67.50,63.30,65.20,66.50,66.50,36,7155,463200.00,
531892,KHANDWALA SE,B ,Q,21.65,22.30,21.55,22.00,22.00,22.65,15,1863,40763.00,
531893,SAWACA BUSI ,ST,Q,2.34,2.34,2.34,2.34,2.34,2.34,3,6250,14625.00,
531900,CCL INTER   ,X ,Q,15.00,15.60,15.00,15.60,15.60,15.30,17,2689,40688.00,
531917,TWINSTAR SOF,X ,Q,2.46,2.70,2.46,2.64,2.64,2.58,30,15095,37712.00,
531921,AGAR IND COR,T ,Q,435.00,444.85,427.00,429.95,427.00,445.95,8,540,232606.00,
531923,DHAMPURE SGR,X ,Q,16.00,16.00,16.00,16.00,16.00,16.50,2,1000,16000.00,
531925,SHANTANU SHE,XT,Q,5.06,5.06,5.06,5.06,5.06,5.32,8,3690,18671.00,
531929,INNOCORP L  ,XT,Q,2.15,2.15,2.15,2.15,2.15,2.05,2,10000,21500.00,
531934,SUPREME TEX ,B ,Q,2.24,2.24,2.03,2.08,2.08,2.12,15,10988,23405.00,
531950,VERTEX SEC. ,X ,Q,2.48,2.84,2.47,2.76,2.76,2.73,36,19516,50170.00,
531952,RIBA TEXTILS,X ,Q,104.00,104.95,103.00,103.00,103.95,104.15,102,77061,7979143.00,
531962,SHREMETAL   ,XT,Q,10.65,10.65,10.65,10.65,10.65,11.21,1,25,266.00,
531972,TRIDENTTOOL ,X ,Q,14.10,14.10,12.77,12.77,12.77,13.43,3,1023,14393.00,
531977,CHARTERLOGIS,X ,Q,19.50,20.00,18.60,19.10,18.85,19.50,368,1481077,28274159.00,
531978,AMBIKA COTTO,B ,Q,1327.80,1343.00,1285.00,1323.85,1334.30,1333.25,161,2436,3219524.00,
531979,HIND ALUMIN ,X ,Q,135.00,139.65,132.10,132.95,132.20,135.40,109,6656,895741.00,
531996,ODYSSEY CORP,SS,Q,2.01,2.01,1.92,1.93,1.93,2.02,12,6500,12692.00,
532001,INDUCTO STL.,XT,Q,28.50,28.50,27.75,27.75,27.75,29.20,9,2118,59399.00,
532005,SAM INDUS.  ,X ,Q,25.80,25.80,22.85,23.80,22.85,24.05,11,3056,74089.00,
532015,GRAVITY (I) ,XT,Q,5.58,5.58,5.21,5.21,5.21,5.48,4,1100,6101.00,
532022,FILAT FASH  ,X ,Q,3.20,3.35,3.20,3.20,3.20,3.45,11,3100,10010.00,
532033,JAIN STUDIOS,T ,Q,4.04,4.04,4.04,4.04,4.04,3.85,1,100,404.00,
532035,UNISTAR MULT,X ,Q,2.95,2.95,2.87,2.87,2.87,2.90,3,1260,3637.00,
532039,ZENOTECH    ,X ,Q,45.00,46.00,44.75,45.00,44.80,44.70,46,21216,967144.00,
532041,HINDUSTN BIO,XT,Q,0.70,0.70,0.70,0.70,0.70,0.70,1,500,350.00,
532051,SWELECT     ,B ,Q,445.00,450.00,439.00,439.80,439.80,448.65,64,1560,686606.00,
532053,WALLFORT FIN,X ,Q,133.00,133.00,128.10,132.65,133.00,126.70,293,43790,5795499.00,
532054,KDDL LTD    ,T ,Q,400.00,407.00,372.70,372.70,372.70,392.30,28,1980,742769.00,
532056,ADINATH EXIM,XT,Q,28.50,29.00,28.00,28.00,28.00,29.45,24,824,23182.00,
532067,KILPEST (I) ,XT,Q,135.20,143.00,131.50,139.50,139.50,137.85,36,3079,420480.00,
532070,SUPERB PAPER,X ,Q,29.50,29.55,29.45,29.55,29.55,29.15,8,5002,147634.00,
532072,INTER DIGI  ,XT,Q,0.15,0.15,0.15,0.15,0.15,0.15,4,415,62.00,
532078,MONNET IND. ,XT,Q,10.20,10.20,10.20,10.20,10.20,10.18,1,55,561.00,
532081,KSERASERA   ,T ,Q,0.32,0.34,0.32,0.32,0.32,0.33,71,554548,178385.00,
532090,VANDANA     ,XT,Q,0.25,0.25,0.23,0.25,0.25,0.24,7,4000,960.00,
532097,MUKAND ENGG.,B ,Q,45.20,45.20,42.80,43.30,43.30,44.50,100,13986,609485.00,
532121,DENA BANK   ,A ,Q,22.05,22.05,21.15,21.45,21.45,22.05,803,416443,8945508.00,
532123,BSE  INFRA  ,B ,Q,4.91,5.00,4.85,4.96,5.00,5.09,52,27612,136968.00,
532124,RELIAB VEN  ,X ,Q,16.45,16.45,16.45,16.45,16.45,17.30,1,10,164.00,
532129,HEXAWARE TEC,A ,Q,332.60,338.20,331.20,332.95,332.95,331.80,1235,42460,14182959.00,XD
532134,BANKBARODA  ,A ,Q,159.00,160.30,150.70,152.40,152.40,158.95,8162,1757369,271642304.00,
532140,MOHITE      ,X ,Q,17.55,17.55,17.55,17.55,17.55,17.00,1,100,1755.00,
532141,ANDHRA CEMEN,T ,Q,11.90,11.90,11.13,11.25,11.25,11.61,81,46195,520792.00,
532143,SKM EGG PROD,B ,Q,86.50,86.50,81.60,82.45,82.45,84.95,89,7854,655665.00,
532144,WELCORP     ,A ,Q,171.00,171.00,157.60,158.75,158.75,168.45,1366,153392,25166730.00,
532145,H.S.(I) LTD.,X ,Q,12.45,14.00,12.45,13.00,13.00,12.45,27,6709,86640.00,
532149,BNK OF INDIA,A ,Q,133.00,134.80,128.00,130.10,130.10,133.35,5383,573213,74705801.00,
532150,INDRAPRAST  ,B ,Q,57.00,57.45,55.05,55.35,55.40,56.60,235,33949,1887636.00,
532155,GAIL (I) LTD,A ,Q,479.50,479.50,466.00,468.25,468.25,474.70,1556,42793,20189247.00,
532156,VAIBHAVGBL  ,B ,Q,684.05,698.40,684.05,686.40,686.00,676.35,134,3266,2247657.00,
532162,JK PAPER    ,B ,Q,142.50,142.50,136.20,137.55,137.55,141.20,765,76411,10595202.00,
532163,SAREGAMA (I),B ,Q,750.00,750.00,711.25,718.35,716.45,739.30,611,16714,12226382.00,
532164,MINOLTA FIN.,X ,Q,0.52,0.52,0.52,0.52,0.52,0.54,3,4896,2545.00,
532166,ALKA SECUR. ,ST,Q,0.56,0.56,0.54,0.54,0.54,0.56,19,25635,14202.00,
532172,SPHEREGSL   ,B ,Q,37.05,38.30,36.25,36.45,36.40,37.35,90,13450,499813.00,
532173,CYBERTECH   ,B ,Q,73.95,74.25,71.10,72.95,71.10,72.15,169,15652,1140951.00,
532174,ICICI BANK  ,A ,Q,331.00,334.00,318.85,321.00,321.00,328.60,7057,4329207,1393237084.00,
532175,CYIENT      ,A ,Q,615.50,628.00,602.25,608.65,610.95,617.95,1892,17687,10837118.00,
532178,ENGINRS.(I) ,A ,Q,171.90,174.00,169.90,171.75,171.75,171.75,990,69745,11941461.00,
532179,CORPN.BANK  ,A ,Q,33.80,34.45,32.95,33.10,33.10,33.95,211,39432,1316212.00,
532180,DHANALAK.BNK,B ,Q,24.40,24.55,23.55,23.70,23.70,24.50,200,41996,1001005.00,
532181,GUJ.MINERAL ,A ,Q,150.10,150.10,143.40,144.75,144.75,149.70,660,58585,8543932.00,
532183,GAYATRI SUGR,X ,Q,12.40,12.50,11.39,11.94,12.18,11.98,283,348289,4200976.00,
532187,INDUSIND BNK,A ,Q,1675.20,1695.00,1651.05,1658.90,1658.90,1686.25,1029,213564,360549433.00,
532189,INDIA TOURIS,B ,Q,458.75,458.75,443.00,447.25,447.25,454.25,64,855,384719.00,
532209,J & K BANK  ,A ,Q,72.00,72.00,68.35,69.40,69.40,69.05,342,38454,2669393.00,
532210,CITY UNION  ,A ,Q,169.90,174.80,169.00,172.90,174.80,168.10,729,45774,7854618.00,
532212,ARCHIES LTD ,B ,Q,39.75,40.00,37.70,37.95,37.95,39.05,165,27085,1043103.00,
532215,AXIS BANK   ,A ,Q,544.20,548.90,534.85,537.75,537.75,543.75,2945,255710,137860703.00,
532216,HB STOCKHOL.,B ,Q,45.00,45.95,43.30,44.35,44.70,46.00,115,22866,1010034.00,
532218,SOUTH IND.BK,A ,Q,27.30,27.30,26.55,26.65,26.65,26.95,921,766593,20551203.00,
532219,ENERGY DEV. ,B ,Q,27.90,27.90,26.60,27.00,27.05,27.90,96,24085,649649.00,
532221,SONATA SOFT.,B ,Q,342.90,348.10,326.50,336.50,336.50,338.05,2254,115437,38916210.00,
532230,BENGAL TEA &,X ,Q,59.00,63.80,59.00,61.80,61.80,61.50,15,2086,130873.00,
532234,NAT.ALUM    ,A ,Q,71.00,71.90,69.30,69.95,69.95,75.20,7480,797702,56301495.00,XD
532240,INDIA NIPPON,B ,Q,1034.00,1034.00,990.00,1005.95,1000.00,1024.45,95,1059,1064449.00,
532254,POLARIS     ,A ,Q,469.65,470.50,469.60,469.75,470.50,470.05,210,9445,4436462.00,
532256,NALWA SONS  ,B ,Q,1251.00,1251.00,1162.00,1162.00,1162.00,1251.00,23,214,251180.00,
532259,APAR INDUS. ,B ,Q,790.00,790.00,778.65,779.90,779.00,793.70,61,488,383593.00,
532262,TCI INDUS.  ,XT,Q,935.55,935.55,935.55,935.55,935.55,891.00,1,6,5613.00,
532268,ACCELYA     ,B ,Q,1391.70,1395.15,1370.00,1375.50,1370.00,1376.15,22,86,118368.00,
532271,CYBERMATE   ,X ,Q,3.33,3.69,3.22,3.36,3.36,3.52,136,242644,801973.00,
532275,LANDMARC LEI,XT,Q,0.69,0.69,0.67,0.68,0.69,0.69,19,15161,10256.00,
532276,SYNDICATE BN,A ,Q,61.20,61.90,58.95,59.65,59.65,61.35,8801,406143,24464995.00,
532281,HCL TECHNO  ,A ,Q,939.65,970.35,931.00,934.65,934.65,938.65,4108,537688,508780779.00,
532282,CASTEXTECH  ,T ,Q,5.00,5.14,5.00,5.03,5.03,5.02,43,33016,167982.00,
532284,TCFC FINANCE,X ,Q,33.50,37.00,33.50,36.15,36.00,33.35,53,25196,897870.00,
532285,GEOJITFSL   ,B ,Q,97.55,98.00,94.20,94.85,94.50,96.75,265,28422,2710289.00,
532286,JINDAL STE  ,A ,Q,269.95,270.35,246.60,251.70,251.70,265.55,7237,1340234,346427213.00,
532290,BLB LTD.    ,B ,Q,6.40,6.66,6.25,6.30,6.30,6.35,7,1195,7644.00,
532296,GLENMARK PHA,A ,Q,526.10,532.05,520.40,521.80,521.80,529.55,1940,56265,29547468.00,
532300,WOCKHARDT   ,A ,Q,791.00,807.00,786.00,789.00,789.00,790.50,2699,137697,109265710.00,
532301,TATA COFFEE ,B ,Q,138.05,140.80,136.25,137.45,137.45,139.45,470,42420,5851329.00,
532305,IND-SWIFT LA,B ,Q,80.55,80.55,74.50,78.00,76.60,76.75,260,39714,3051975.00,
532309,GEPIL       ,B ,Q,869.95,869.95,848.85,854.65,854.65,854.95,100,4001,3420939.00,
532310,SHREE RAMA  ,B ,Q,13.82,13.82,12.73,12.99,12.99,13.18,41,18156,236746.00,
532313,MAHINDRALIFE,A ,Q,465.40,465.95,450.00,457.20,459.95,462.85,134,2831,1291765.00,
532318,GEMINI COMMU,T ,Q,1.99,1.99,1.99,1.99,1.99,2.09,10,6383,12702.00,
532321,CADILA HEALT,A ,Q,415.00,422.45,412.75,414.15,416.15,417.45,1459,37842,15830411.00,
532323,SHIVA CEMENT,XT,Q,27.65,28.80,27.00,28.05,28.20,28.00,305,84319,2366363.00,
532324,CINEVISTA   ,B ,Q,11.85,11.85,11.81,11.82,11.81,12.43,6,2200,26027.00,
532326,INTENS TECH ,B ,Q,81.00,87.00,80.85,80.85,80.85,85.10,462,165594,13616668.00,
532329,DANLAW TECH.,X ,Q,76.40,76.40,71.10,71.10,71.10,74.80,38,4035,289118.00,
532330,BIOPAC INDIA,XT,Q,27.20,29.00,27.20,27.45,28.00,28.60,43,10648,301200.00,
532331,AJANTA PHARM,A ,Q,1420.00,1420.00,1379.85,1394.80,1392.00,1405.85,359,6391,8911377.00,
532333,HB PORTFOLIO,X ,Q,37.00,38.00,36.65,36.65,36.65,38.10,11,525,19468.00,
532334,HB ESTATE DE,X ,Q,23.80,23.80,23.70,23.70,23.70,24.05,7,325,7710.00,
532339,COMPUCOM SOF,B ,Q,13.61,13.69,13.29,13.38,13.35,13.73,82,26557,356405.00,
532340,OMNI AX'S SO,ST,Q,1.70,1.71,1.70,1.71,1.71,1.69,3,1401,2389.00,
532341,IZMO        ,B ,Q,110.60,111.65,97.80,100.95,100.95,108.10,1592,126623,13134641.00,
532342,COMMEX TECH ,XT,Q,0.78,0.78,0.78,0.78,0.78,0.82,8,3250,2535.00,
532343,TVS MOTOR L ,A ,Q,656.00,660.85,643.00,652.45,643.00,655.90,831,514053,334224969.00,
532345,GATI LTD.   ,A ,Q,114.70,117.20,112.55,113.50,113.80,114.55,922,78581,9003070.00,
532348,SUBEX LTX   ,B ,Q,9.51,9.65,9.10,9.17,9.17,9.40,730,979649,9102764.00,
532349,TRANSPORT CO,B ,Q,294.60,294.60,281.00,283.50,282.00,291.50,69,1779,506834.00,
532350,PADMALAYA TE,XT,Q,5.10,5.10,4.84,4.90,4.85,4.90,31,4284,21032.00,
532351,AKSH OPTIFIB,B ,Q,40.25,40.85,38.25,38.95,38.95,40.05,853,220566,8609605.00,
532355,PICTURHOUSE ,SS,Q,5.24,5.24,4.97,4.97,4.97,5.16,5,1600,7996.00,
532356,TRIVENI ENGG,B ,Q,70.90,71.25,69.25,69.60,69.25,69.80,383,75405,5284792.00,
532357,MUKTA ARTS  ,B ,Q,83.90,83.90,78.20,79.25,79.05,80.00,201,20383,1624076.00,
532362,NAGPUR POWER,X ,Q,44.50,44.50,38.10,39.00,39.00,41.00,14,737,29551.00,
532365,DYNACONS SYS,B ,Q,40.40,41.40,39.05,39.50,39.80,41.10,89,16623,673843.00,
532366,PNB GILTS   ,B ,Q,37.40,38.45,37.40,38.25,38.25,38.20,228,77690,2964481.00,
532368,YBRANTDIGI  ,T ,Q,5.69,5.69,5.35,5.58,5.58,5.59,190,1153550,6525042.00,
532369,RAMCO INDS. ,B ,Q,262.35,262.35,255.25,257.85,257.85,259.70,182,9830,2547325.00,
532370,RAMCO  SYSTM,B ,Q,475.20,482.00,451.50,454.10,456.00,470.60,746,17430,8103882.00,
532371,TATA TELESER,B ,Q,6.55,6.68,6.35,6.47,6.51,6.57,237,148696,961914.00,
532372,VIRINCHI    ,X ,Q,129.25,129.25,117.00,119.40,119.40,125.75,649,74953,9068532.00,
532373,WEPSOLN     ,X ,Q,41.00,43.00,41.00,41.50,41.50,41.75,20,3313,138017.00,
532374,STER TECH   ,A ,Q,356.00,364.25,344.50,348.40,348.40,354.35,4018,322973,113990962.00,
532375,TIPSINDUSTR ,B ,Q,86.85,86.85,84.90,85.05,84.90,86.60,14,766,65489.00,
532376,MRO-TEK     ,T ,Q,24.75,24.75,24.75,24.75,24.75,26.00,1,100,2475.00,
532379,FIRSTOBJ    ,XT,Q,15.15,15.45,15.15,15.15,15.15,15.85,7,3175,48101.00,
532380,BABA ARTS   ,SS,Q,2.52,2.78,2.51,2.75,2.75,2.62,5,2085,5256.00,
532382,BALAJI TELE.,B ,Q,144.65,145.00,140.85,142.20,141.80,144.30,206,17550,2510240.00,
532384,TYCHE INDS  ,X ,Q,114.90,118.15,112.00,117.05,116.70,116.15,79,6108,699849.00,
532386,CALIFORN.SOF,B ,Q,70.00,70.00,65.00,66.45,67.70,68.10,32,4158,275061.00,
532387,PRITISHN COM,B ,Q,20.50,21.20,20.50,20.55,20.55,21.30,5,650,13669.00,
532388,INDIAN OVER.,A ,Q,20.10,20.75,20.10,20.45,20.40,20.65,166,57460,1178822.00,
532390,TAJ GVK HOTL,B ,Q,177.20,177.20,170.05,171.15,172.50,176.45,169,7101,1223158.00,
532391,OPTO CIRCUIT,B ,Q,10.05,10.10,9.80,9.88,9.85,9.99,144,91228,901330.00,
532392,CREATIVE EYE,B ,Q,3.75,4.10,3.75,3.80,3.80,3.94,6,954,3651.00,
532395,AXISCADES   ,B ,Q,170.50,178.05,170.00,173.70,173.70,175.15,567,28995,5029256.00,
532397,ARMS PAPER  ,Z ,Q,1.21,1.21,1.21,1.21,1.21,1.16,1,100,121.00,
532398,UMESL       ,B ,Q,1.34,1.34,1.22,1.33,1.33,1.28,7,3757,4670.00,
532400,KPIT        ,A ,Q,211.50,213.50,204.65,205.50,205.60,208.70,1066,132429,27574639.00,
532401,VIJAYA BANK ,A ,Q,58.00,58.65,56.80,58.30,58.30,58.15,1177,241590,13962819.00,
532402,USGTECH     ,X ,Q,3.90,4.10,3.90,4.01,4.10,4.10,5,171,677.00,
532404,SAVEN TECHNO,X ,Q,22.65,22.65,20.10,20.55,20.10,22.00,13,1701,35326.00,
532406,AVANTEL LTD ,X ,Q,571.35,597.60,549.90,551.40,551.40,578.80,380,9785,5556209.00,
532407,MOSCHIP SEMI,X ,Q,34.30,35.00,34.30,34.50,34.50,34.50,125,45765,1583776.00,
532408,MEGASOFT LTD,B ,Q,15.10,15.45,14.25,14.48,14.50,14.93,63,18828,278261.00,
532410,TRANSCORP IN,X ,Q,36.20,37.00,35.20,35.65,35.50,36.75,28,3545,126986.00,
532411,VISESH INFO.,T ,Q,0.24,0.24,0.23,0.23,0.23,0.23,378,8924739,2084394.00,
532413,CEREBRA INTE,B ,Q,64.40,64.40,59.70,60.55,60.55,61.25,884,1141500,70715817.00,
532414,IKF TECHNO  ,XT,Q,0.79,0.79,0.79,0.79,0.79,0.83,27,68460,54083.00,
532416,MID-DAY MULT,B ,Q,17.00,17.35,16.65,17.05,17.05,17.50,28,25385,426773.00,
532418,ANDHRA BANK ,A ,Q,47.00,47.35,46.05,46.70,47.00,47.00,788,228970,10671627.00,
532419,SMARTLINK   ,B ,Q,104.15,104.50,100.50,102.00,102.00,103.05,148,5170,530232.00,
532424,GODREJ CONS ,A ,Q,1028.00,1037.40,1018.90,1028.65,1028.70,1026.70,373,5471,5620413.00,
532430,BF UTILI    ,A ,Q,471.75,476.95,445.50,450.60,450.60,466.85,3422,150120,69097440.00,
532432,UNITD SPR   ,B ,Q,3358.00,3370.00,3209.00,3239.55,3239.55,3312.40,2342,39892,131695771.00,
532439,GOLDST INFRA,B ,Q,202.95,203.50,185.10,192.60,192.60,197.25,630,43488,8391263.00,
532440,MPS LTD     ,B ,Q,572.95,574.15,570.00,573.25,573.25,567.00,42,418,239583.00,
532443,CERA SANITAR,B ,Q,3449.95,3515.70,3320.00,3342.35,3342.35,3439.60,252,1257,4248607.00,
532454,BHARTI ARTL ,A ,Q,432.00,432.45,418.65,419.45,420.00,428.30,3297,184003,78190492.00,
532455,SHALIMAR WIR,X ,Q,22.35,22.35,22.25,22.35,22.35,21.30,68,21859,488352.00,
532456,COMPUAGE INF,B ,Q,50.00,52.55,49.00,52.55,52.55,50.05,191,38250,1966557.00,
532457,GULSHAN POLY,B ,Q,82.10,82.15,79.85,81.95,81.95,82.05,126,19858,1615783.00,
532459,AUNDE IND   ,XT,Q,61.10,61.10,57.15,57.15,57.15,60.05,5,400,23813.00,
532460,PONNI SUG(ER,B ,Q,164.00,172.00,163.00,172.00,172.00,164.50,30,1615,265120.00,
532461,PUNJAB NATIO,A ,Q,125.05,128.40,120.60,125.65,125.65,128.35,52184,11728033,1456436598.00,
532466,ORACLE FIN  ,A ,Q,4015.00,4059.95,4010.00,4036.95,4049.00,4009.30,431,5189,20884687.00,
532467,HAZ MUL PRO ,XT,Q,0.94,0.94,0.94,0.94,0.94,0.95,4,12400,11656.00,
532468,KAMAHOLDING ,B ,Q,3801.00,4300.00,3708.50,4084.10,4084.10,3814.85,118,1000,4068146.00,
532475,APTECH LTD  ,B ,Q,325.90,328.90,303.15,307.20,307.20,322.65,2785,125964,39352061.00,
532477,UNION BANK L,A ,Q,119.45,120.00,116.10,118.30,118.30,120.10,4147,839255,98887383.00,
532478,UNITED BREWA,A ,Q,1030.15,1048.65,1001.00,1010.20,1010.20,1042.15,1098,18838,19136914.00,
532479,ISMT LTD    ,B ,Q,15.00,15.30,14.45,14.80,14.70,15.15,53,11177,164539.00,
532480,ALLAHABAD BK,A ,Q,53.10,55.50,53.10,54.75,54.75,54.95,2233,834784,45557312.00,
532481,NOIDA-TOLL B,B ,Q,12.80,12.91,12.70,12.84,12.78,12.81,133,89754,1144077.00,
532482,GRANULES (I),A ,Q,117.20,119.90,117.00,117.60,117.50,117.65,1002,123533,14582521.00,
532483,CANARA BANK ,A ,Q,311.10,313.70,303.40,307.85,307.85,310.65,1623,176786,54472537.00,
532485,BALMER LA.IN,X ,Q,452.50,452.50,436.15,439.25,439.70,439.20,59,1642,720700.00,
532486,POKARNA LTD ,B ,Q,216.55,221.35,212.00,212.95,212.00,215.80,137,4087,880758.00,
532488,DIVI'S LAB. ,A ,Q,1062.00,1067.65,1036.80,1048.65,1040.00,1048.00,4958,76251,80428718.00,
532493,ASTRA MICRO ,A ,Q,107.00,107.70,104.35,104.85,104.85,106.50,267,60931,6403088.00,
532497,RADICOKHAIT ,A ,Q,361.00,363.90,342.20,348.25,348.25,357.90,2847,210999,74350635.00,
532498,SHRMCITYUN  ,A ,Q,2085.65,2100.00,2025.00,2045.20,2050.05,2043.00,101,320,656566.00,
532500,MARUTISUZUK ,A ,Q,9025.00,9076.00,8815.00,8840.00,8840.00,9020.80,6451,72602,645380508.00,
532503,RAJAPAMILLS ,X ,Q,1199.00,1205.00,1170.00,1170.00,1170.00,1210.70,41,1682,2010325.00,
532504,NAVIN FLUORI,A ,Q,798.90,804.90,770.00,773.45,773.45,792.40,344,8586,6716763.00,
532505,UCOBANK     ,A ,Q,28.75,28.85,28.30,28.40,28.40,28.75,277,43677,1245433.00,
532507,BAG FIL MED ,B ,Q,6.19,6.19,5.80,5.85,6.04,6.01,80,37512,223350.00,
532508,JSL         ,B ,Q,115.25,118.00,106.50,108.25,109.00,113.25,941,80204,8994394.00,
532509,SUPRAJIT ENG,B ,Q,273.35,276.65,267.85,270.80,271.00,272.60,165,7308,1985694.00,
532511,EXCEL CROP. ,B ,Q,3485.00,3570.00,3390.00,3431.35,3396.00,3462.35,138,1093,3759556.00,
532513,TVSELE      ,B ,Q,410.00,421.85,390.00,391.75,391.75,408.35,543,20626,8266956.00,
532514,INDRA GAS   ,A ,Q,304.20,306.95,294.00,294.75,294.75,304.10,1646,103466,30652479.00,
532515,TV TODAY    ,B ,Q,492.05,494.35,463.00,466.80,467.00,490.90,775,17462,8351615.00,
532518,FLORENCE    ,X ,Q,2235.60,2348.00,2150.00,2174.00,2174.00,2178.00,19,525,1192092.00,
532521,PALRED      ,B ,Q,98.45,99.00,93.90,95.45,94.10,98.20,40,796,76656.00,
532522,PETRONET LNG,A ,Q,250.00,251.20,246.85,248.35,247.30,249.55,1962,108264,26880119.00,
532523,BIOCON LTD. ,A ,Q,602.00,617.35,602.00,607.10,607.10,601.70,3054,242035,148140626.00,
532524,PTC INDIA   ,A ,Q,100.15,103.05,98.10,99.25,99.25,99.80,780,147824,14705933.00,
532525,BANK MAHA   ,B ,Q,18.70,18.85,18.35,18.40,18.45,18.65,557,288423,5357931.00,
532527,RK FORGINGS ,B ,Q,784.00,812.05,766.50,768.55,769.00,791.60,96,846,660152.00,
532528,DATAM GLOB  ,B ,Q,132.15,133.10,126.30,127.20,127.20,130.70,524,27967,3634470.00,
532529,NDTV        ,B ,Q,43.65,46.60,43.65,45.00,44.75,44.60,51,6435,292877.00,
532531,STAR        ,A ,Q,710.05,727.25,700.75,722.55,722.55,715.80,943,26682,19073258.00,
532532,JAIPRA      ,A ,Q,17.15,17.65,17.10,17.30,17.30,17.00,2138,3268272,56672564.00,
532538,ULTRATECH CM,A ,Q,4195.45,4266.25,4109.15,4160.00,4160.00,4181.10,714,5568,23348382.00,
532539,MINDA IND   ,B ,Q,1144.00,1144.00,1092.00,1103.05,1092.00,1131.80,471,9375,10426135.00,
532540,TCS LTD.    ,A ,Q,2925.00,2999.00,2924.00,2937.20,2931.00,2925.75,17139,304310,904980196.00,
532541,NIITTECH    ,A ,Q,835.25,843.80,811.60,820.95,814.10,826.25,2335,196130,163848348.00,
532543,GULFPETRO   ,B ,Q,83.50,84.00,81.75,83.35,84.00,83.05,151,16987,1402259.00,
532548,CENTURYPLY  ,A ,Q,327.60,328.25,318.00,320.15,320.15,325.35,401,11569,3728691.00,
532553,WELENT      ,B ,Q,176.00,176.40,166.60,169.50,168.65,173.90,907,120253,20477063.00,
532555,NTPC LTD    ,A ,Q,163.90,163.90,162.00,162.50,162.50,162.90,813,3455273,564054817.00,
532604,SALSTEEL    ,B ,Q,7.45,7.45,6.80,6.90,6.90,7.14,36,35928,251450.00,
532605,JBM AUTO    ,B ,Q,479.20,484.45,455.00,457.95,465.15,471.55,441,9649,4498849.00,
532609,BHARATIDIL  ,Z ,Q,8.25,8.25,7.70,7.76,7.76,8.05,41,31490,248340.00,
532610,DWAR SUGAR  ,B ,Q,41.60,41.60,40.15,40.50,40.75,41.20,595,123131,5034361.00,
532612,INDOCO REM  ,B ,Q,267.90,277.25,262.00,265.15,265.10,260.55,524,17512,4696902.00,
532613,VIPCLOTHNG  ,B ,Q,66.20,67.85,66.20,66.20,66.20,69.65,159,40189,2669180.00,
532614,IMPEX       ,B ,Q,1.20,1.23,1.20,1.20,1.20,1.22,5,11670,14007.00,
532616,XCHANGING   ,B ,Q,59.90,59.90,58.60,59.20,59.20,59.25,38,5949,352716.00,
532617,JETAIRWAYS  ,A ,Q,761.00,779.00,735.55,741.75,741.75,756.15,7723,434134,328088867.00,
532621,MORARJETEX  ,B ,Q,53.20,53.20,49.60,50.05,50.05,51.30,197,15332,783551.00,
532622,GATEWAY DIST,A ,Q,205.25,206.00,195.00,196.65,195.05,201.65,392,12881,2578254.00,
532624,JINDALPH    ,B ,Q,67.50,67.50,65.00,65.50,65.50,67.50,36,1941,126848.00,
532626,PONDY OXIDES,X ,Q,574.80,580.00,566.00,573.30,573.10,571.20,348,11497,6578985.00,
532627,JPPOWER     ,B ,Q,6.10,6.28,6.07,6.12,6.12,6.23,286,306816,1884971.00,
532628,3I INFOTECH ,B ,Q,5.80,6.08,5.60,5.62,5.65,5.89,868,1122374,6409520.00,
532629,MCNALLYB    ,T ,Q,63.45,65.55,61.15,62.50,62.50,63.15,30,16089,1009770.00,
532630,GOKALDAS    ,B ,Q,103.00,103.00,97.85,98.60,97.90,101.70,198,13463,1347176.00,
532633,ALLSEC TECH ,B ,Q,383.25,388.00,375.00,377.00,377.05,385.70,32,896,338401.00,
532636,IIFL        ,A ,Q,777.20,779.55,768.00,776.40,778.95,775.80,345,4736,3661265.00,
532637,MAN DRUGORG ,B ,Q,171.75,171.75,164.85,165.35,165.35,171.75,288,18003,3009049.00,
532638,SHOPPER STOP,A ,Q,529.50,529.50,522.00,523.40,523.40,531.35,29,549,287798.00,
532640,CYBER MEDIA ,T ,Q,16.00,16.00,16.00,16.00,16.00,15.75,6,4459,71344.00,
532641,NDL         ,B ,Q,152.70,154.75,146.10,147.45,149.10,150.10,484,33558,5061641.00,
532642,JSWHL       ,B ,Q,1743.15,1743.15,1696.55,1710.95,1720.00,1750.00,54,385,663549.00,
532644,JK CEMENT   ,B ,Q,1028.00,1029.95,1016.70,1020.40,1025.00,1025.75,156,1207,1235651.00,
532645,BEEYU OVERSE,XT,Q,0.37,0.37,0.37,0.37,0.37,0.37,1,1,0.00,
532646,UNIPLY IND  ,B ,Q,464.00,485.00,439.10,449.30,449.30,464.10,562,15678,7208748.00,
532647,PROVOGUE IND,B ,Q,6.33,6.33,5.81,6.14,6.15,6.03,70,51134,314845.00,
